datapack,rc_service,rc_source,rc_from_name,label_disagreement,finished,p90_rank,p90_n_services,p90_rc_in_traces,mean_rank,mean_n_services,mean_rc_in_traces
ts2-ts-train-food-service-container-kill-xxhlgq,ts-train-food-service,ground_truth.service,ts-train-food-service-container,True,True,2.0,30,True,2.0,30,True
ts1-ts-route-plan-service-request-replace-method-w9xvjp,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request-replace,True,True,28.0,29,True,28.0,29,True
ts5-mysql-bandwidth-mt84s2,mysql,ground_truth.service,,False,True,,16,False,,16,False
ts5-ts-basic-service-stress-pds492,ts-basic-service,ground_truth.service,ts-basic-service,False,True,3.0,30,True,3.0,30,True
ts3-ts-travel-service-container-kill-jctldw,ts-travel-service,ground_truth.service,ts-travel-service-container,True,True,16.0,30,True,7.0,30,True
ts4-ts-seat-service-bandwidth-k2bwt2,ts-seat-service,ground_truth.service,ts-seat-service,False,True,17.0,19,True,18.0,19,True
ts2-ts-ui-dashboard-response-replace-code-mk44qn,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,1.0,29,True,2.0,29,True
ts1-ts-seat-service-response-delay-cxg9cc,ts-seat-service,ground_truth.service,ts-seat-service-response,True,True,1.0,29,True,1.0,29,True
ts5-ts-station-food-service-stress-z5zqkm,ts-station-food-service,ground_truth.service,ts-station-food-service,False,True,1.0,30,True,1.0,30,True
ts1-ts-preserve-service-request-replace-method-9m4wvr,ts-preserve-service,ground_truth.service,ts-preserve-service-request-replace,True,True,1.0,26,True,1.0,26,True
ts5-ts-basic-service-loss-c944xn,ts-basic-service,ground_truth.service,ts-basic-service,False,True,1.0,23,True,1.0,23,True
ts0-ts-inside-payment-service-stress-5qd9rl,ts-inside-payment-service,ground_truth.service,ts-inside-payment-service,False,True,1.0,29,True,20.0,29,True
ts5-ts-travel-service-response-replace-body-kbclt4,ts-travel-service,ground_truth.service,ts-travel-service-response-replace,True,True,24.0,26,True,6.0,26,True
ts2-ts-inside-payment-service-stress-5dmtd7,ts-inside-payment-service,ground_truth.service,ts-inside-payment-service,False,True,4.0,30,True,2.0,30,True
ts4-ts-basic-service-response-replace-code-hvsqnm,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,6.0,26,True,8.0,26,True
ts3-ts-preserve-service-request-replace-method-msns6h,ts-preserve-service,ground_truth.service,ts-preserve-service-request-replace,True,True,25.0,26,True,25.0,26,True
ts3-ts-seat-service-request-replace-method-ftqp2v,ts-seat-service,ground_truth.service,ts-seat-service-request-replace,True,True,6.0,22,True,7.0,22,True
ts5-ts-route-plan-service-request-delay-rc5wc6,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request,True,True,1.0,29,True,1.0,29,True
ts3-ts-basic-service-partition-w5hbjw,ts-basic-service,ground_truth.service,ts-basic-service,False,True,26.0,30,True,28.0,30,True
ts5-ts-contacts-service-corrupt-jwgz8t,ts-contacts-service,ground_truth.service,ts-contacts-service,False,True,13.0,28,True,12.0,28,True
ts5-ts-route-plan-service-loss-wkm5kz,ts-route-plan-service,ground_truth.service,ts-route-plan-service,False,True,1.0,28,True,1.0,28,True
ts0-mysql-corrupt-kwx8n5,mysql,ground_truth.service,,False,True,,24,False,,24,False
ts4-ts-security-service-container-kill-2tbfll,ts-security-service,ground_truth.service,ts-security-service-container,True,True,1.0,30,True,1.0,30,True
ts5-ts-basic-service-response-delay-m48s7x,ts-basic-service,ground_truth.service,ts-basic-service-response,True,True,1.0,29,True,1.0,29,True
ts4-ts-travel-plan-service-stress-bjmcvt,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service,False,True,1.0,30,True,17.0,30,True
ts5-ts-seat-service-response-replace-body-p2bzc7,ts-seat-service,ground_truth.service,ts-seat-service-response-replace,True,True,1.0,19,True,2.0,19,True
ts2-ts-route-plan-service-request-replace-method-j9lggd,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request-replace,True,True,30.0,30,True,29.0,30,True
ts3-ts-basic-service-request-replace-method-ljqz6g,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,25.0,28,True,19.0,28,True
ts1-ts-order-service-exception-m9vqmq,ts-order-service,ground_truth.service,ts-order-service,False,True,17.0,30,True,6.0,30,True
ts1-ts-basic-service-response-replace-code-pqlzs2,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,24.0,25,True,24.0,25,True
ts5-ts-travel2-service-partition-59c854,ts-travel2-service,ground_truth.service,ts-travel2-service,False,True,1.0,28,True,1.0,28,True
ts4-ts-travel-service-stress-fz5lbn,ts-travel-service,ground_truth.service,ts-travel-service,False,True,10.0,29,True,22.0,29,True
ts2-ts-route-plan-service-request-replace-method-jw9nkv,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request-replace,True,True,28.0,30,True,28.0,30,True
ts5-ts-security-service-container-kill-srr9bt,ts-security-service,ground_truth.service,ts-security-service-container,True,True,2.0,30,True,30.0,30,True
ts5-ts-order-service-partition-x8xglz,ts-order-service,ground_truth.service,ts-order-service,False,True,5.0,22,True,7.0,22,True
ts4-ts-seat-service-response-delay-svgkqb,ts-seat-service,ground_truth.service,ts-seat-service-response,True,True,1.0,29,True,1.0,29,True
ts5-mysql-loss-q42phw,mysql,ground_truth.service,,False,True,,27,False,,27,False
ts4-ts-basic-service-request-replace-method-7c9cbv,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,5.0,28,True,5.0,28,True
ts3-ts-ui-dashboard-response-replace-code-tx624r,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,12.0,30,True,18.0,30,True
ts2-ts-ui-dashboard-request-replace-method-h27hzq,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request-replace,True,True,10.0,21,True,11.0,21,True
ts4-ts-order-other-service-loss-j4l4zs,ts-order-other-service,ground_truth.service,ts-order-other-service,False,True,1.0,26,True,1.0,26,True
ts4-ts-ui-dashboard-response-replace-code-mlgqqs,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,2.0,29,True,10.0,29,True
ts5-ts-auth-service-request-replace-method-8r4hfh,ts-auth-service,ground_truth.service,ts-auth-service-request-replace,True,True,24.0,25,True,6.0,25,True
ts3-ts-route-plan-service-response-replace-code-vqsdbr,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response-replace,True,True,12.0,29,True,12.0,29,True
ts1-ts-inside-payment-service-stress-4qc7k8,ts-inside-payment-service,ground_truth.service,ts-inside-payment-service,False,True,2.0,30,True,2.0,30,True
ts2-ts-preserve-service-request-replace-method-zz2gxz,ts-preserve-service,ground_truth.service,ts-preserve-service-request-replace,True,True,1.0,26,True,1.0,26,True
ts4-ts-user-service-container-kill-v2gk2s,ts-user-service,ground_truth.service,ts-user-service-container,True,True,2.0,30,True,2.0,30,True
ts4-ts-travel-plan-service-response-delay-dc2hdp,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-response,True,True,1.0,29,True,2.0,29,True
ts2-ts-preserve-service-response-replace-code-cqfh7q,ts-preserve-service,ground_truth.service,ts-preserve-service-response-replace,True,True,8.0,30,True,10.0,30,True
ts4-ts-security-service-loss-wgwnl5,ts-security-service,ground_truth.service,ts-security-service,False,True,1.0,29,True,1.0,29,True
ts4-ts-basic-service-response-delay-hzjzvv,ts-basic-service,ground_truth.service,ts-basic-service-response,True,True,1.0,29,True,1.0,29,True
ts5-ts-travel-service-response-replace-code-m9pmws,ts-travel-service,ground_truth.service,ts-travel-service-response-replace,True,True,24.0,26,True,16.0,26,True
ts2-ts-preserve-service-response-replace-code-pjm26j,ts-preserve-service,ground_truth.service,ts-preserve-service-response-replace,True,True,6.0,26,True,9.0,26,True
ts2-ts-basic-service-response-replace-code-qf2qml,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,23.0,26,True,24.0,26,True
ts5-ts-price-service-corrupt-pdk7dj,ts-price-service,ground_truth.service,ts-price-service,False,True,1.0,24,True,1.0,24,True
ts5-ts-basic-service-response-replace-code-fqg54d,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,1.0,29,True,6.0,29,True
ts4-ts-ui-dashboard-request-delay-pqkrj8,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request,True,True,20.0,30,True,8.0,30,True
ts2-ts-travel-service-request-replace-method-5snzk5,ts-travel-service,ground_truth.service,ts-travel-service-request-replace,True,True,26.0,26,True,25.0,26,True
ts1-ts-travel-plan-service-response-delay-zhj7r7,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-response,True,True,1.0,28,True,1.0,28,True
ts2-ts-ui-dashboard-response-replace-code-478bgk,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,4.0,30,True,13.0,30,True
ts3-ts-ui-dashboard-response-replace-code-5drrkc,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,1.0,30,True,4.0,30,True
ts4-ts-travel-plan-service-request-replace-method-t8b7tg,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-request-replace,True,True,1.0,26,True,1.0,26,True
ts5-ts-ui-dashboard-request-replace-method-ppzff4,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request-replace,True,True,18.0,30,True,18.0,30,True
ts4-ts-user-service-stress-znnk88,ts-user-service,ground_truth.service,ts-user-service,False,True,2.0,29,True,2.0,29,True
ts1-ts-ui-dashboard-response-replace-code-qc5tk4,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,28.0,28,True,25.0,28,True
ts4-ts-assurance-service-loss-5nnml6,ts-assurance-service,ground_truth.service,ts-assurance-service,False,True,22.0,26,True,7.0,26,True
ts3-mysql-partition-w2m4gr,mysql,ground_truth.service,,False,True,,25,False,,25,False
ts4-ts-seat-service-response-replace-code-h5lfx8,ts-seat-service,ground_truth.service,ts-seat-service-response-replace,True,True,1.0,30,True,6.0,30,True
ts4-ts-ui-dashboard-response-replace-code-wdt6z5,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,5.0,30,True,15.0,30,True
ts4-ts-seat-service-response-delay-pp9ndh,ts-seat-service,ground_truth.service,ts-seat-service-response,True,True,1.0,26,True,1.0,26,True
ts5-ts-basic-service-response-replace-code-wxppr9,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,2.0,26,True,5.0,26,True
ts3-ts-ui-dashboard-request-replace-method-blzn4l,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request-replace,True,True,1.0,26,True,2.0,26,True
ts0-ts-user-service-partition-77jfkk,ts-user-service,ground_truth.service,ts-user-service,False,True,1.0,26,True,1.0,26,True
ts5-ts-ui-dashboard-response-replace-code-5ffrnh,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,5.0,30,True,19.0,30,True
ts4-ts-route-service-delay-h9prcp,ts-route-service,ground_truth.service,ts-route-service,False,True,1.0,27,True,1.0,27,True
ts1-ts-auth-service-response-replace-code-xn6gk2,ts-auth-service,ground_truth.service,ts-auth-service-response-replace,True,True,19.0,19,True,19.0,19,True
ts5-ts-contacts-service-loss-bdtvgn,ts-contacts-service,ground_truth.service,ts-contacts-service,False,True,19.0,23,True,23.0,23,True
ts5-ts-travel-plan-service-stress-krdhg7,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service,False,True,28.0,30,True,20.0,30,True
ts5-ts-travel-plan-service-response-replace-code-k8hf8v,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-response-replace,True,True,15.0,30,True,6.0,30,True
ts1-ts-travel-plan-service-request-replace-method-5vh2md,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-request-replace,True,True,17.0,28,True,11.0,28,True
ts4-ts-route-plan-service-request-delay-rqmwn4,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request,True,True,1.0,29,True,1.0,29,True
ts2-ts-station-service-partition-vr7btm,ts-station-service,ground_truth.service,ts-station-service,False,True,1.0,26,True,1.0,26,True
ts5-ts-travel-service-partition-9pdvpn,ts-travel-service,ground_truth.service,ts-travel-service,False,True,26.0,28,True,18.0,28,True
ts4-ts-route-plan-service-stress-vtc2s8,ts-route-plan-service,ground_truth.service,ts-route-plan-service,False,True,4.0,29,True,6.0,29,True
ts5-ts-route-service-container-kill-24g8ql,ts-route-service,ground_truth.service,ts-route-service-container,True,True,1.0,29,True,1.0,29,True
ts4-ts-travel-service-stress-m49h2c,ts-travel-service,ground_truth.service,ts-travel-service,False,True,6.0,30,True,8.0,30,True
ts3-ts-travel2-service-container-kill-72qrd2,ts-travel2-service,ground_truth.service,ts-travel2-service-container,True,True,4.0,29,True,12.0,29,True
ts4-ts-travel-service-request-replace-method-cpxsrr,ts-travel-service,ground_truth.service,ts-travel-service-request-replace,True,True,29.0,29,True,25.0,29,True
ts2-ts-travel-service-delay-gbx5sb,ts-travel-service,ground_truth.service,ts-travel-service,False,True,1.0,28,True,1.0,28,True
ts4-ts-travel-service-request-delay-vqlgs5,ts-travel-service,ground_truth.service,ts-travel-service-request,True,True,2.0,30,True,1.0,30,True
ts0-ts-route-plan-service-response-replace-code-s6v7mm,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response-replace,True,True,30.0,30,True,29.0,30,True
ts2-ts-food-service-bandwidth-b5qvk5,ts-food-service,ground_truth.service,ts-food-service,False,True,8.0,30,True,18.0,30,True
ts4-ts-food-service-stress-czxxvq,ts-food-service,ground_truth.service,ts-food-service,False,True,1.0,29,True,2.0,29,True
ts3-ts-inside-payment-service-stress-22t9wn,ts-inside-payment-service,ground_truth.service,ts-inside-payment-service,False,True,2.0,30,True,1.0,30,True
ts0-ts-preserve-service-request-replace-method-cw7ndj,ts-preserve-service,ground_truth.service,ts-preserve-service-request-replace,True,True,26.0,26,True,25.0,26,True
ts1-ts-basic-service-request-replace-method-2b57wf,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,19.0,29,True,25.0,29,True
ts4-ts-verification-code-service-partition-nlbl25,ts-verification-code-service,ground_truth.service,ts-verification-code-service,False,True,11.0,19,True,10.0,19,True
ts2-mysql-partition-995nz4,mysql,ground_truth.service,,False,True,,29,False,,29,False
ts4-ts-travel2-service-response-replace-body-lsqg4p,ts-travel2-service,ground_truth.service,ts-travel2-service-response-replace,True,True,24.0,29,True,17.0,29,True
ts2-ts-ui-dashboard-response-replace-code-g6ls9b,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,28.0,30,True,22.0,30,True
ts4-ts-basic-service-response-replace-code-qh8wkz,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,9.0,28,True,19.0,28,True
ts2-ts-food-service-request-replace-method-nfkxm7,ts-food-service,ground_truth.service,ts-food-service-request-replace,True,True,21.0,22,True,14.0,22,True
ts3-ts-preserve-service-response-replace-code-dtlxgb,ts-preserve-service,ground_truth.service,ts-preserve-service-response-replace,True,True,24.0,26,True,17.0,26,True
ts5-mysql-corrupt-k6788t,mysql,ground_truth.service,,False,True,,28,False,,28,False
ts3-ts-config-service-corrupt-rvz9sf,ts-config-service,ground_truth.service,ts-config-service,False,True,1.0,26,True,1.0,26,True
ts1-ts-travel2-service-latency-bxgxm9,ts-travel2-service,ground_truth.service,ts-travel2-service,False,True,1.0,28,True,1.0,28,True
ts5-ts-travel2-service-request-replace-method-zfpch6,ts-travel2-service,ground_truth.service,ts-travel2-service-request-replace,True,True,10.0,30,True,24.0,30,True
ts4-ts-seat-service-corrupt-d8skmr,ts-seat-service,ground_truth.service,ts-seat-service,False,True,10.0,29,True,8.0,29,True
ts5-ts-travel-service-partition-r6vcpd,ts-travel-service,ground_truth.service,ts-travel-service,False,True,1.0,23,True,1.0,23,True
ts5-ts-basic-service-response-replace-code-znlfxx,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,4.0,29,True,19.0,29,True
ts4-ts-travel-plan-service-request-replace-method-cl8lsl,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-request-replace,True,True,25.0,30,True,26.0,30,True
ts5-ts-seat-service-corrupt-v8cmmz,ts-seat-service,ground_truth.service,ts-seat-service,False,True,1.0,28,True,1.0,28,True
ts4-ts-route-plan-service-request-delay-mrgnlm,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request,True,True,1.0,29,True,1.0,29,True
ts5-ts-config-service-container-kill-6g8h7t,ts-config-service,ground_truth.service,ts-config-service-container,True,True,1.0,30,True,1.0,30,True
ts3-ts-order-other-service-loss-5ldf2c,ts-order-other-service,ground_truth.service,ts-order-other-service,False,True,1.0,29,True,1.0,29,True
ts2-ts-order-service-stress-6bfkzb,ts-order-service,ground_truth.service,ts-order-service,False,True,1.0,30,True,1.0,30,True
ts2-ts-consign-service-partition-xbv84t,ts-consign-service,ground_truth.service,ts-consign-service,False,True,1.0,29,True,1.0,29,True
ts0-ts-basic-service-response-replace-body-2ntz4z,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,20.0,26,True,16.0,26,True
ts1-ts-route-plan-service-response-replace-code-44s4p6,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response-replace,True,True,28.0,30,True,28.0,30,True
ts4-ts-basic-service-response-replace-code-2nw8nx,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,5.0,29,True,6.0,29,True
ts4-ts-route-plan-service-response-delay-98r8wt,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response,True,True,1.0,29,True,1.0,29,True
ts4-ts-basic-service-request-delay-hh7zv8,ts-basic-service,ground_truth.service,ts-basic-service-request,True,True,1.0,30,True,1.0,30,True
ts2-ts-basic-service-request-replace-method-sbrkxn,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,5.0,26,True,7.0,26,True
ts4-ts-travel-service-response-replace-body-vhbkq2,ts-travel-service,ground_truth.service,ts-travel-service-response-replace,True,True,26.0,29,True,8.0,29,True
ts4-ts-route-plan-service-request-delay-6kgcnn,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request,True,True,1.0,29,True,1.0,29,True
ts1-ts-preserve-service-response-replace-code-qnm2bw,ts-preserve-service,ground_truth.service,ts-preserve-service-response-replace,True,True,26.0,26,True,8.0,26,True
ts5-ts-auth-service-container-kill-5cr458,ts-auth-service,ground_truth.service,ts-auth-service-container,True,True,3.0,29,True,4.0,29,True
ts2-ts-basic-service-response-replace-code-pqkdss,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,25.0,26,True,18.0,26,True
ts4-ts-travel-service-partition-xq25fj,ts-travel-service,ground_truth.service,ts-travel-service,False,True,2.0,25,True,1.0,25,True
ts5-mysql-loss-xck255,mysql,ground_truth.service,,False,True,,26,False,,26,False
ts0-ts-security-service-request-replace-method-m5g977,ts-security-service,ground_truth.service,ts-security-service-request-replace,True,True,1.0,26,True,1.0,26,True
ts1-ts-seat-service-response-replace-code-dk84t5,ts-seat-service,ground_truth.service,ts-seat-service-response-replace,True,True,19.0,23,True,12.0,23,True
ts5-ts-preserve-service-response-replace-body-wqn6rr,ts-preserve-service,ground_truth.service,ts-preserve-service-response-replace,True,True,28.0,30,True,26.0,30,True
ts1-ts-order-other-service-loss-hrc6n6,ts-order-other-service,ground_truth.service,ts-order-other-service,False,True,1.0,28,True,1.0,28,True
ts5-ts-seat-service-loss-5kglkt,ts-seat-service,ground_truth.service,ts-seat-service,False,True,4.0,29,True,1.0,29,True
ts2-ts-route-plan-service-request-replace-method-r6ktcx,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request-replace,True,True,27.0,29,True,24.0,29,True
ts4-ts-order-service-stress-q255tz,ts-order-service,ground_truth.service,ts-order-service,False,True,2.0,29,True,9.0,29,True
ts5-ts-route-plan-service-response-delay-gsbt9h,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response,True,True,2.0,30,True,2.0,30,True
ts3-ts-price-service-exception-6wrbg2,ts-price-service,ground_truth.service,ts-price-service,False,True,25.0,26,True,11.0,26,True
ts4-mysql-bandwidth-kplll7,mysql,ground_truth.service,,False,True,,26,False,,26,False
ts3-ts-seat-service-response-replace-code-xdw4c7,ts-seat-service,ground_truth.service,ts-seat-service-response-replace,True,True,20.0,22,True,19.0,22,True
ts0-ts-route-plan-service-request-replace-method-8ks5m4,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request-replace,True,True,29.0,29,True,29.0,29,True
ts5-ts-travel-plan-service-request-delay-lw6fpl,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-request,True,True,1.0,30,True,1.0,30,True
ts5-ts-order-other-service-stress-b7fkzf,ts-order-other-service,ground_truth.service,ts-order-other-service,False,True,1.0,29,True,2.0,29,True
ts5-ts-preserve-service-response-replace-code-7lzkrg,ts-preserve-service,ground_truth.service,ts-preserve-service-response-replace,True,True,17.0,28,True,23.0,28,True
ts3-ts-ui-dashboard-request-replace-method-7lstrz,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request-replace,True,True,18.0,26,True,19.0,26,True
ts1-ts-payment-service-stress-5778hg,ts-payment-service,ground_truth.service,ts-payment-service,False,True,2.0,30,True,10.0,30,True
ts3-ts-ui-dashboard-request-replace-method-pgl9hb,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request-replace,True,True,12.0,20,True,15.0,20,True
ts0-ts-preserve-service-response-replace-code-ghpf5j,ts-preserve-service,ground_truth.service,ts-preserve-service-response-replace,True,True,26.0,26,True,26.0,26,True
ts5-ts-basic-service-response-replace-code-4b7fbz,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,2.0,29,True,18.0,29,True
ts4-ts-route-service-partition-cclrcm,ts-route-service,ground_truth.service,ts-route-service,False,True,1.0,26,True,1.0,26,True
ts5-ts-order-service-exception-wtdxfx,ts-order-service,ground_truth.service,ts-order-service,False,True,3.0,26,True,10.0,26,True
ts4-ts-route-plan-service-bandwidth-z6g6ng,ts-route-plan-service,ground_truth.service,ts-route-plan-service,False,True,19.0,29,True,21.0,29,True
ts2-mysql-bandwidth-fws9rx,mysql,ground_truth.service,,False,True,,26,False,,26,False
ts3-ts-order-service-container-kill-gh2xcv,ts-order-service,ground_truth.service,ts-order-service-container,True,True,3.0,30,True,2.0,30,True
ts4-ts-ui-dashboard-request-replace-method-gbwc6b,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request-replace,True,True,10.0,24,True,20.0,24,True
ts2-ts-security-service-request-replace-method-vdvkxf,ts-security-service,ground_truth.service,ts-security-service-request-replace,True,True,1.0,28,True,1.0,28,True
ts1-ts-ui-dashboard-request-replace-method-ztrjsx,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request-replace,True,True,15.0,24,True,14.0,24,True
ts5-ts-travel2-service-request-replace-method-d4kncl,ts-travel2-service,ground_truth.service,ts-travel2-service-request-replace,True,True,29.0,30,True,26.0,30,True
ts3-ts-contacts-service-container-kill-s624d8,ts-contacts-service,ground_truth.service,ts-contacts-service-container,True,True,2.0,30,True,1.0,30,True
ts0-ts-travel-service-response-replace-body-bb9m88,ts-travel-service,ground_truth.service,ts-travel-service-response-replace,True,True,22.0,22,True,21.0,22,True
ts1-ts-route-plan-service-request-replace-method-d7vdmg,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request-replace,True,True,29.0,29,True,29.0,29,True
ts1-ts-preserve-service-response-replace-code-p9rpl7,ts-preserve-service,ground_truth.service,ts-preserve-service-response-replace,True,True,25.0,26,True,20.0,26,True
ts2-ts-train-service-loss-j2w694,ts-train-service,ground_truth.service,ts-train-service,False,True,1.0,26,True,1.0,26,True
ts3-ts-travel2-service-response-replace-code-fm72m6,ts-travel2-service,ground_truth.service,ts-travel2-service-response-replace,True,True,29.0,29,True,28.0,29,True
ts5-ts-contacts-service-partition-2qc65k,ts-contacts-service,ground_truth.service,ts-contacts-service,False,True,23.0,26,True,23.0,26,True
ts5-ts-route-plan-service-request-delay-dr9t97,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request,True,True,1.0,29,True,1.0,29,True
ts4-ts-route-plan-service-corrupt-kw4rss,ts-route-plan-service,ground_truth.service,ts-route-plan-service,False,True,27.0,28,True,22.0,28,True
ts2-ts-travel2-service-exception-l66bxj,ts-travel2-service,ground_truth.service,ts-travel2-service,False,True,29.0,29,True,28.0,29,True
ts4-ts-ui-dashboard-request-delay-2bcxkf,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request,True,True,2.0,28,True,3.0,28,True
ts0-ts-basic-service-request-replace-method-88h72r,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,25.0,30,True,25.0,30,True
ts4-ts-ui-dashboard-corrupt-mqgz5l,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard,False,True,1.0,28,True,1.0,28,True
ts4-ts-ui-dashboard-request-replace-method-ssnlbc,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request-replace,True,True,17.0,24,True,12.0,24,True
ts3-ts-payment-service-stress-n74rb4,ts-payment-service,ground_truth.service,ts-payment-service,False,True,2.0,30,True,2.0,30,True
ts0-ts-preserve-service-response-replace-code-8lnlwd,ts-preserve-service,ground_truth.service,ts-preserve-service-response-replace,True,True,26.0,26,True,26.0,26,True
ts4-ts-ui-dashboard-request-delay-2h85fh,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request,True,True,2.0,29,True,2.0,29,True
ts3-ts-basic-service-response-replace-code-vm557j,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,18.0,30,True,20.0,30,True
ts0-ts-basic-service-request-replace-path-576b9q,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,26.0,28,True,23.0,28,True
ts8-ts-seat-service-partition-gg7782,ts-seat-service,ground_truth.service,ts-seat-service,False,True,1.0,22,True,1.0,22,True
ts2-ts-order-service-loss-lp8wln,ts-order-service,ground_truth.service,ts-order-service,False,True,1.0,22,True,1.0,22,True
ts1-ts-auth-service-request-replace-method-mrrl9f,ts-auth-service,ground_truth.service,ts-auth-service-request-replace,True,True,12.0,12,True,3.0,12,True
ts2-ts-travel2-service-stress-xphcpk,ts-travel2-service,ground_truth.service,ts-travel2-service,False,True,9.0,30,True,6.0,30,True
ts0-ts-basic-service-request-replace-path-8q599t,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,22.0,26,True,20.0,26,True
ts6-ts-basic-service-request-replace-method-4qzglm,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,14.0,29,True,7.0,29,True
ts5-ts-preserve-service-stress-845w52,ts-preserve-service,ground_truth.service,ts-preserve-service,False,True,4.0,29,True,5.0,29,True
ts2-ts-seat-service-request-delay-j66xm8,ts-seat-service,ground_truth.service,ts-seat-service-request,True,True,1.0,28,True,1.0,28,True
ts0-ts-route-plan-service-response-replace-code-lnggrn,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response-replace,True,True,9.0,30,True,15.0,30,True
ts4-ts-ui-dashboard-partition-rtqqjj,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard,False,True,3.0,29,True,1.0,29,True
ts5-ts-basic-service-response-replace-code-gcjzzr,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,14.0,30,True,9.0,30,True
ts0-ts-seat-service-response-replace-body-vx8tdz,ts-seat-service,ground_truth.service,ts-seat-service-response-replace,True,True,27.0,28,True,17.0,28,True
ts1-ts-travel2-service-request-replace-method-s99vbn,ts-travel2-service,ground_truth.service,ts-travel2-service-request-replace,True,True,27.0,29,True,26.0,29,True
ts1-ts-basic-service-response-replace-code-5pdcrx,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,26.0,26,True,21.0,26,True
ts4-ts-ui-dashboard-response-replace-code-czmwrk,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,2.0,28,True,11.0,28,True
